;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
805;Dukung Relawan Covid-19, Alpenland Management Serahkan Bantuan;1.0;dukung relawan covid number alpenland management serahkan bantuan;['dukung', 'relawan', 'covid', 'number', 'alpenland', 'management', 'serahkan', 'bantuan'];['dukung', 'relawan', 'covid', 'number', 'alpenland', 'management', 'serahkan', 'bantuan'];['dukung', 'relawan', 'covid', 'number', 'alpenland', 'management', 'serahkan', 'bantuan'];dukung relawan covid number alpenland management serahkan bantuan;dukung rawan covid number alpenland management serah bantu
806;Tiba2 dejavu yg aku buat online discussion utk assignment dgn grpmate. Idk but maybe, covid atau bukan, kita tetap akan kena kuarintin.;0.0;tiba2 dejavu yg aku buat online discussion utk assignment dgn grpmate idk but maybe covid atau bukan kita tetap akan kena kuarintin;['tiba2', 'dejavu', 'yg', 'aku', 'buat', 'online', 'discussion', 'utk', 'assignment', 'dgn', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'atau', 'bukan', 'kita', 'tetap', 'akan', 'kena', 'kuarintin'];['tiba2', 'dejavu', 'yang', 'aku', 'buat', 'online', 'discussion', 'untuk', 'assignment', 'dengan', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'atau', 'bukan', 'kita', 'tetap', 'akan', 'kena', 'kuarintin'];['tiba2', 'dejavu', 'online', 'discussion', 'assignment', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'kena', 'kuarintin'];tiba2 dejavu online discussion assignment grpmate idk but maybe covid kena kuarintin;tiba2 dejavu online discussion assignment grpmate idk but maybe covid kena kuarintin
807;Hm tak dapat noti lagi, tapi takpelah musim2 covid pun duit masuk. Covid tu since awal tahun lagi now dah RMO 3rd phase still tadek pun kena potong macam HSBC, asb pulak dengar2 4.75% . Reits minimum pun dah 4% MONTHLY PULAKTU NIKMAT APA LAGI YANG KAU DUSTAKAN;-1.0;hm tak dapat noti lagi tapi takpelah musim2 covid pun duit masuk covid tu since awal tahun lagi now dah allcaps rmo allcaps 3 rd phase still tadek pun kena potong macam allcaps hsbc allcaps asb pulak dengar2 percent reits minimum pun dah percent allcaps monthly pulaktu nikmat apa lagi yang kau dustakan allcaps;['hm', 'tak', 'dapat', 'noti', 'lagi', 'tapi', 'takpelah', 'musim2', 'covid', 'pun', 'duit', 'masuk', 'covid', 'tu', 'since', 'awal', 'tahun', 'lagi', 'now', 'dah', 'allcaps', 'rmo', 'allcaps', '3', 'rd', 'phase', 'still', 'tadek', 'pun', 'kena', 'potong', 'macam', 'allcaps', 'hsbc', 'allcaps', 'asb', 'pulak', 'dengar2', 'percent', 'reits', 'minimum', 'pun', 'dah', 'percent', 'allcaps', 'monthly', 'pulaktu', 'nikmat', 'apa', 'lagi', 'yang', 'kau', 'dustakan', 'allcaps'];['hm', 'tak', 'dapat', 'noti', 'lagi', 'tapi', 'takpelah', 'musim2', 'covid', 'pun', 'duit', 'masuk', 'covid', 'itu', 'since', 'awal', 'tahun', 'lagi', 'now', 'sudah', 'allcaps', 'rmo', 'allcaps', '3', 'rd', 'phase', 'still', 'tadek', 'pun', 'kena', 'potong', 'macam', 'allcaps', 'hsbc', 'allcaps', 'asb', 'pulak', 'dengar2', 'percent', 'reits', 'minimum', 'pun', 'sudah', 'percent', 'allcaps', 'monthly', 'pulaktu', 'nikmat', 'apa', 'lagi', 'yang', 'kau', 'dustakan', 'allcaps'];['hm', 'noti', 'takpelah', 'musim2', 'covid', 'duit', 'masuk', 'covid', 'since', 'now', 'allcaps', 'rmo', 'allcaps', '3', 'rd', 'phase', 'still', 'tadek', 'kena', 'potong', 'allcaps', 'hsbc', 'allcaps', 'asb', 'pulak', 'dengar2', 'percent', 'reits', 'minimum', 'percent', 'allcaps', 'monthly', 'pulaktu', 'nikmat', 'kau', 'dustakan', 'allcaps'];hm noti takpelah musim2 covid duit masuk covid since now allcaps rmo allcaps 3 rd phase still tadek kena potong allcaps hsbc allcaps asb pulak dengar2 percent reits minimum percent allcaps monthly pulaktu nikmat kau dustakan allcaps;hm not takpelah musim2 covid duit masuk covid since now allcaps rmo allcaps 3 rd phase still tadek kena potong allcaps hsbc allcaps asb pulak dengar2 percent reits minimum percent allcaps monthly pulaktu nikmat kau dusta allcaps
808;THR PNS & Gaji ke 13 yang Terancam Sirna 'Dimakan' Covid-19 Dana hutang dipakai utk penanganan virus corona. Masalahnya = hasilnya apa ?? Kenapa gaji anggota DPR yg pasti gede tidak juga di potong yaaa ????;-1.0;allcaps thr pns allcaps gaji ke number yang terancam sirna dimakan covid number dana hutang dipakai utk penanganan virus corona masalahnya hasilnya apa repeated kenapa gaji anggota allcaps dpr allcaps yg pasti gede tidak juga di potong ya elongated repeated;['allcaps', 'thr', 'pns', 'allcaps', 'gaji', 'ke', 'number', 'yang', 'terancam', 'sirna', 'dimakan', 'covid', 'number', 'dana', 'hutang', 'dipakai', 'utk', 'penanganan', 'virus', 'corona', 'masalahnya', 'hasilnya', 'apa', 'repeated', 'kenapa', 'gaji', 'anggota', 'allcaps', 'dpr', 'allcaps', 'yg', 'pasti', 'gede', 'tidak', 'juga', 'di', 'potong', 'ya', 'elongated', 'repeated'];['allcaps', 'thr', 'pns', 'allcaps', 'gaji', 'ke', 'number', 'yang', 'terancam', 'sirna', 'dimakan', 'covid', 'number', 'dana', 'hutang', 'dipakai', 'untuk', 'penanganan', 'virus', 'corona', 'masalahnya', 'hasilnya', 'apa', 'repeated', 'kenapa', 'gaji', 'anggota', 'allcaps', 'dpr', 'allcaps', 'yang', 'pasti', 'besar', 'tidak', 'juga', 'di', 'potong', 'iya', 'elongated', 'repeated'];['allcaps', 'thr', 'pns', 'allcaps', 'gaji', 'number', 'terancam', 'sirna', 'dimakan', 'covid', 'number', 'dana', 'hutang', 'dipakai', 'penanganan', 'virus', 'corona', 'hasilnya', 'repeated', 'gaji', 'anggota', 'allcaps', 'dpr', 'allcaps', 'potong', 'iya', 'elongated', 'repeated'];allcaps thr pns allcaps gaji number terancam sirna dimakan covid number dana hutang dipakai penanganan virus corona hasilnya repeated gaji anggota allcaps dpr allcaps potong iya elongated repeated;allcaps thr pns allcaps gaji number ancam sirna makan covid number dana hutang pakai tangan virus corona hasil repeated gaji anggota allcaps dpr allcaps potong iya elongated repeated
809;Saya sangat kecewa kepada pihak PLN/BUMN pak, Katanya menolong meringankan beban biaya listrik pak.. Tertama pelanggan rmh tngga. Klu yg berkode R1M mampu tk dpt discon, masalahnya mampu tk mampu disebbkan COVID semua rumah tgga terdampak. Sya pkai 900 watt dan trdmpak COVID pak.;-1.0;saya sangat kecewa kepada pihak allcaps pln allcaps allcaps bumn allcaps pak katanya menolong meringankan beban biaya listrik pak repeated tertama pelanggan rmh tngga klu yg berkode r1m mampu tk dpt discon masalahnya mampu tk mampu disebbkan allcaps covid allcaps semua rumah tgga terdampak sya pkai number watt dan trdmpak allcaps covid allcaps pak;['saya', 'sangat', 'kecewa', 'kepada', 'pihak', 'allcaps', 'pln', 'allcaps', 'allcaps', 'bumn', 'allcaps', 'pak', 'katanya', 'menolong', 'meringankan', 'beban', 'biaya', 'listrik', 'pak', 'repeated', 'tertama', 'pelanggan', 'rmh', 'tngga', 'klu', 'yg', 'berkode', 'r1m', 'mampu', 'tk', 'dpt', 'discon', 'masalahnya', 'mampu', 'tk', 'mampu', 'disebbkan', 'allcaps', 'covid', 'allcaps', 'semua', 'rumah', 'tgga', 'terdampak', 'sya', 'pkai', 'number', 'watt', 'dan', 'trdmpak', 'allcaps', 'covid', 'allcaps', 'pak'];['saya', 'sangat', 'kecewa', 'kepada', 'pihak', 'allcaps', 'pln', 'allcaps', 'allcaps', 'bumn', 'allcaps', 'pak', 'katanya', 'menolong', 'meringankan', 'beban', 'biaya', 'listrik', 'pak', 'repeated', 'tertama', 'pelanggan', 'rumah', 'tngga', 'kalau', 'yang', 'berkode', 'r1m', 'mampu', 'tingkat', 'dapat ', 'discon', 'masalahnya', 'mampu', 'tingkat', 'mampu', 'disebbkan', 'allcaps', 'covid', 'allcaps', 'semua', 'rumah', 'tgga', 'terdampak', 'saya', 'pkai', 'number', 'watt', 'dan', 'trdmpak', 'allcaps', 'covid', 'allcaps', 'pak'];['kecewa', 'allcaps', 'pln', 'allcaps', 'allcaps', 'bumn', 'allcaps', 'menolong', 'meringankan', 'beban', 'biaya', 'listrik', 'repeated', 'tertama', 'pelanggan', 'rumah', 'tngga', 'berkode', 'r1m', 'tingkat', 'dapat ', 'discon', 'tingkat', 'disebbkan', 'allcaps', 'covid', 'allcaps', 'rumah', 'tgga', 'terdampak', 'pkai', 'number', 'watt', 'trdmpak', 'allcaps', 'covid', 'allcaps'];kecewa allcaps pln allcaps allcaps bumn allcaps menolong meringankan beban biaya listrik repeated tertama pelanggan rumah tngga berkode r1m tingkat dapat  discon tingkat disebbkan allcaps covid allcaps rumah tgga terdampak pkai number watt trdmpak allcaps covid allcaps;kecewa allcaps pln allcaps allcaps bumn allcaps tolong ringan beban biaya listrik repeated tertama langgan rumah tngga kode r1m tingkat dapat discon tingkat disebbkan allcaps covid allcaps rumah tgga dampak pkai number watt trdmpak allcaps covid allcaps
810;Penerangan Keliling Bersatu Lawan Covid 19 Oleh Sat Lantas Polres Bone.;1.0;penerangan keliling bersatu lawan covid number oleh sat lantas polres bone;['penerangan', 'keliling', 'bersatu', 'lawan', 'covid', 'number', 'oleh', 'sat', 'lantas', 'polres', 'bone'];['penerangan', 'keliling', 'bersatu', 'lawan', 'covid', 'number', 'oleh', 'sat', 'lantas', 'polres', 'bone'];['penerangan', 'keliling', 'bersatu', 'lawan', 'covid', 'number', 'sat', 'lantas', 'polres', 'bone'];penerangan keliling bersatu lawan covid number sat lantas polres bone;terang keliling satu lawan covid number sat lantas polres bone
811;AS ini diketahui adalah seorang anggota Jamaah Tabligh yang mengikuti Ijtima di Kabupaten Gowa dan saat ini menjadi cluster baru penyebaran Covid 19 karena juga mendatangkan peserta jamaah dari berbagai negara.;-1.0;as ini diketahui adalah seorang anggota jamaah tabligh yang mengikuti ijtima di kabupaten gowa dan saat ini menjadi cluster baru penyebaran covid number karena juga mendatangkan peserta jamaah dari berbagai negara;['as', 'ini', 'diketahui', 'adalah', 'seorang', 'anggota', 'jamaah', 'tabligh', 'yang', 'mengikuti', 'ijtima', 'di', 'kabupaten', 'gowa', 'dan', 'saat', 'ini', 'menjadi', 'cluster', 'baru', 'penyebaran', 'covid', 'number', 'karena', 'juga', 'mendatangkan', 'peserta', 'jamaah', 'dari', 'berbagai', 'negara'];['as', 'ini', 'diketahui', 'adalah', 'seorang', 'anggota', 'jamaah', 'tabligh', 'yang', 'mengikuti', 'ijtima', 'di', 'kabupaten', 'gowa', 'dan', 'saat', 'ini', 'menjadi', 'cluster', 'baru', 'penyebaran', 'covid', 'number', 'karena', 'juga', 'mendatangkan', 'peserta', 'jamaah', 'dari', 'berbagai', 'negara'];['as', 'anggota', 'jamaah', 'tabligh', 'mengikuti', 'ijtima', 'kabupaten', 'gowa', 'cluster', 'penyebaran', 'covid', 'number', 'peserta', 'jamaah', 'negara'];as anggota jamaah tabligh mengikuti ijtima kabupaten gowa cluster penyebaran covid number peserta jamaah negara;as anggota jamaah tabligh ikut ijtima kabupaten gowa cluster sebar covid number serta jamaah negara
812;Kengen banget nonton badminton lagi kangen jantungan nonton badminton, kangen teriak2 ga jls karena lg nonton badminton huhu. Semoga pandemi covid-19 ini cepat berlalu.;1.0;kengen banget nonton badminton lagi kangen jantungan nonton badminton kangen teriak2 ga jls karena lg nonton badminton huhu semoga pandemi covid number ini cepat berlalu;['kengen', 'banget', 'nonton', 'badminton', 'lagi', 'kangen', 'jantungan', 'nonton', 'badminton', 'kangen', 'teriak2', 'ga', 'jls', 'karena', 'lg', 'nonton', 'badminton', 'huhu', 'semoga', 'pandemi', 'covid', 'number', 'ini', 'cepat', 'berlalu'];['kengen', 'banget', 'nonton', 'badminton', 'lagi', 'kangen', 'jantungan', 'nonton', 'badminton', 'kangen', 'teriak2', 'tidak', 'jls', 'karena', 'lg', 'nonton', 'badminton', 'huhu', 'semoga', 'pandemi', 'covid', 'number', 'ini', 'cepat', 'berlalu'];['kengen', 'banget', 'nonton', 'badminton', 'kangen', 'jantungan', 'nonton', 'badminton', 'kangen', 'teriak2', 'jls', 'lg', 'nonton', 'badminton', 'huhu', 'semoga', 'pandemi', 'covid', 'number', 'cepat'];kengen banget nonton badminton kangen jantungan nonton badminton kangen teriak2 jls lg nonton badminton huhu semoga pandemi covid number cepat;kengen banget nonton badminton kangen jantung nonton badminton kangen teriak2 jls lg nonton badminton huhu moga pandemi covid number cepat
813;Keluar rumah buat cari makan dan banyak yang berubah. Halte depan rumah yang selalu penuh sekarang nggak ada orang sama sekali. Proyek gedung yang selalu ramai sekarang sepi. Langit yang selalu kotor sekarang bersih COVID-19 changes everything.;1.0;keluar rumah buat cari makan dan banyak yang berubah halte depan rumah yang selalu penuh sekarang nggak ada orang sama sekali proyek gedung yang selalu ramai sekarang sepi langit yang selalu kotor sekarang bersih allcaps covid allcaps number changes everything;['keluar', 'rumah', 'buat', 'cari', 'makan', 'dan', 'banyak', 'yang', 'berubah', 'halte', 'depan', 'rumah', 'yang', 'selalu', 'penuh', 'sekarang', 'nggak', 'ada', 'orang', 'sama', 'sekali', 'proyek', 'gedung', 'yang', 'selalu', 'ramai', 'sekarang', 'sepi', 'langit', 'yang', 'selalu', 'kotor', 'sekarang', 'bersih', 'allcaps', 'covid', 'allcaps', 'number', 'changes', 'everything'];['keluar', 'rumah', 'buat', 'cari', 'makan', 'dan', 'banyak', 'yang', 'berubah', 'halte', 'depan', 'rumah', 'yang', 'selalu', 'penuh', 'sekarang', 'nggak', 'ada', 'orang', 'sama', 'sekali', 'proyek', 'gedung', 'yang', 'selalu', 'ramai', 'sekarang', 'sepi', 'langit', 'yang', 'selalu', 'kotor', 'sekarang', 'bersih', 'allcaps', 'covid', 'allcaps', 'number', 'changes', 'everything'];['rumah', 'cari', 'makan', 'berubah', 'halte', 'rumah', 'penuh', 'nggak', 'orang', 'proyek', 'gedung', 'ramai', 'sepi', 'langit', 'kotor', 'bersih', 'allcaps', 'covid', 'allcaps', 'number', 'changes', 'everything'];rumah cari makan berubah halte rumah penuh nggak orang proyek gedung ramai sepi langit kotor bersih allcaps covid allcaps number changes everything;rumah cari makan ubah halte rumah penuh nggak orang proyek gedung ramai sepi langit kotor bersih allcaps covid allcaps number changes everything
814;Tiga kematian COVID-19 hari ini menjadikan jumlah kumulatif kes kematian sebanyak 73 kes.;-1.0;tiga kematian allcaps covid allcaps number hari ini menjadikan jumlah kumulatif kes kematian sebanyak number kes;['tiga', 'kematian', 'allcaps', 'covid', 'allcaps', 'number', 'hari', 'ini', 'menjadikan', 'jumlah', 'kumulatif', 'kes', 'kematian', 'sebanyak', 'number', 'kes'];['tiga', 'kematian', 'allcaps', 'covid', 'allcaps', 'number', 'hari', 'ini', 'menjadikan', 'jumlah', 'kumulatif', 'kes', 'kematian', 'sebanyak', 'number', 'kes'];['kematian', 'allcaps', 'covid', 'allcaps', 'number', 'menjadikan', 'kumulatif', 'kes', 'kematian', 'number', 'kes'];kematian allcaps covid allcaps number menjadikan kumulatif kes kematian number kes;mati allcaps covid allcaps number jadi kumulatif kes mati number kes
815;Dalam penanganan pencegahan dan penyebaran Virus COVID-19, pemerintah memberikan fasilitas pajak untuk alat kesehatan dan pendukungnya. Apa saja fasilitasnya? Simak infografis berikut.;1.0;dalam penanganan pencegahan dan penyebaran virus allcaps covid allcaps number pemerintah memberikan fasilitas pajak untuk alat kesehatan dan pendukungnya apa saja fasilitasnya simak infografis berikut;['dalam', 'penanganan', 'pencegahan', 'dan', 'penyebaran', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'pemerintah', 'memberikan', 'fasilitas', 'pajak', 'untuk', 'alat', 'kesehatan', 'dan', 'pendukungnya', 'apa', 'saja', 'fasilitasnya', 'simak', 'infografis', 'berikut'];['dalam', 'penanganan', 'pencegahan', 'dan', 'penyebaran', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'pemerintah', 'memberikan', 'fasilitas', 'pajak', 'untuk', 'alat', 'kesehatan', 'dan', 'pendukungnya', 'apa', 'saja', 'fasilitasnya', 'simak', 'infografis', 'berikut'];['penanganan', 'pencegahan', 'penyebaran', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'pemerintah', 'fasilitas', 'pajak', 'alat', 'kesehatan', 'pendukungnya', 'fasilitasnya', 'simak', 'infografis'];penanganan pencegahan penyebaran virus allcaps covid allcaps number pemerintah fasilitas pajak alat kesehatan pendukungnya fasilitasnya simak infografis;tangan cegah sebar virus allcaps covid allcaps number perintah fasilitas pajak alat sehat dukung fasilitas simak infografis
816;Buntut Pasien Positif Covid-19 Grobogan Keluyuran ke Sragen, Pemkab Bakal Tes Semua Warga Yang Sempat Kontak di Jagongan Tanon dan Dokter yang Menangani!;0.0;buntut pasien positif covid number grobogan keluyuran ke sragen pemkab bakal tes semua warga yang sempat kontak di jagongan tanon dan dokter yang menangani;['buntut', 'pasien', 'positif', 'covid', 'number', 'grobogan', 'keluyuran', 'ke', 'sragen', 'pemkab', 'bakal', 'tes', 'semua', 'warga', 'yang', 'sempat', 'kontak', 'di', 'jagongan', 'tanon', 'dan', 'dokter', 'yang', 'menangani'];['buntut', 'pasien', 'positif', 'covid', 'number', 'grobogan', 'keluyuran', 'ke', 'sragen', 'pemkab', 'bakal', 'tes', 'semua', 'warga', 'yang', 'sempat', 'kontak', 'di', 'jagongan', 'tanon', 'dan', 'dokter', 'yang', 'menangani'];['buntut', 'pasien', 'positif', 'covid', 'number', 'grobogan', 'keluyuran', 'sragen', 'pemkab', 'tes', 'warga', 'kontak', 'jagongan', 'tanon', 'dokter', 'menangani'];buntut pasien positif covid number grobogan keluyuran sragen pemkab tes warga kontak jagongan tanon dokter menangani;buntut pasien positif covid number grobogan keluyur sragen pemkab tes warga kontak jagongan tanon dokter tangan
817;"Fraksi Partai Gerindra DPR RI Memberikan Bantuan 5.000 APD dan 150.000 masker untuk disebarkan keRumah Sakit yang DiDaerah Rawan Covid 19 Seperti DKI Jakarta, Jawa Barat, Banten, Sumut dan Sul-sel  Alhamdulilah""";1.0;fraksi partai gerindra allcaps dpr ri allcaps memberikan bantuan number allcaps apd allcaps dan number masker untuk disebarkan kerumah sakit yang didaerah rawan covid number seperti allcaps dki allcaps jakarta jawa barat banten sumut dan sul sel alhamdulilah;['fraksi', 'partai', 'gerindra', 'allcaps', 'dpr', 'ri', 'allcaps', 'memberikan', 'bantuan', 'number', 'allcaps', 'apd', 'allcaps', 'dan', 'number', 'masker', 'untuk', 'disebarkan', 'kerumah', 'sakit', 'yang', 'didaerah', 'rawan', 'covid', 'number', 'seperti', 'allcaps', 'dki', 'allcaps', 'jakarta', 'jawa', 'barat', 'banten', 'sumut', 'dan', 'sul', 'sel', 'alhamdulilah'];['fraksi', 'partai', 'gerindra', 'allcaps', 'dpr', 'di', 'allcaps', 'memberikan', 'bantuan', 'number', 'allcaps', 'apd', 'allcaps', 'dan', 'number', 'masker', 'untuk', 'disebarkan', 'kerumah', 'sakit', 'yang', 'didaerah', 'rawan', 'covid', 'number', 'seperti', 'allcaps', 'dki', 'allcaps', 'jakarta', 'jawa', 'barat', 'banten', 'sumut', 'dan', 'sul', 'sel', 'syukur'];['fraksi', 'partai', 'gerindra', 'allcaps', 'dpr', 'allcaps', 'bantuan', 'number', 'allcaps', 'apd', 'allcaps', 'number', 'masker', 'disebarkan', 'kerumah', 'sakit', 'didaerah', 'rawan', 'covid', 'number', 'allcaps', 'dki', 'allcaps', 'jakarta', 'jawa', 'barat', 'banten', 'sumut', 'sul', 'sel', 'syukur'];fraksi partai gerindra allcaps dpr allcaps bantuan number allcaps apd allcaps number masker disebarkan kerumah sakit didaerah rawan covid number allcaps dki allcaps jakarta jawa barat banten sumut sul sel syukur;fraksi partai gerindra allcaps dpr allcaps bantu number allcaps apd allcaps number masker sebar rumah sakit daerah rawan covid number allcaps dki allcaps jakarta jawa barat banten sumut sul sel syukur
818;Bright side from covid-19 situation: uda ga minum dan ngerokok lagi sebulan (semoga bs lanjut) biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn2. Jrg bgt di rumah (smoga covid ilang pas ramadan) makes me realize family is the most important things;1.0;bright side from covid number situation uda ga minum dan ngerokok lagi sebulan semoga bs lanjut biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn2 jrg bgt di rumah smoga covid ilang pas ramadan makes me realize family is the most important things;['bright', 'side', 'from', 'covid', 'number', 'situation', 'uda', 'ga', 'minum', 'dan', 'ngerokok', 'lagi', 'sebulan', 'semoga', 'bs', 'lanjut', 'biasa', 'kalo', 'buka', 'puasa', 'ramadhan', 'bnykan', 'di', 'kantor', 'atau', 'ga', 'bukber', 'sama', 'tmn2', 'jrg', 'bgt', 'di', 'rumah', 'smoga', 'covid', 'ilang', 'pas', 'ramadan', 'makes', 'me', 'realize', 'family', 'is', 'the', 'most', 'important', 'things'];['bright', 'side', 'from', 'covid', 'number', 'situation', 'sudah', 'tidak', 'minum', 'dan', 'ngerokok', 'lagi', 'sebulan', 'semoga', 'bisa', 'lanjut', 'biasa', 'kalau', 'buka', 'puasa', 'ramadhan', 'bnykan', 'di', 'kantor', 'atau', 'tidak', 'bukber', 'sama', 'tmn2', 'jrg', 'banget', 'di', 'rumah', 'semoga', 'covid', 'ilang', 'cocok', 'ramadan', 'makes', 'saya', 'realize', 'family', 'is', 'the', 'most', 'important', 'things'];['bright', 'side', 'from', 'covid', 'number', 'situation', 'minum', 'ngerokok', 'sebulan', 'semoga', 'buka', 'puasa', 'ramadhan', 'bnykan', 'kantor', 'bukber', 'tmn2', 'jrg', 'banget', 'rumah', 'semoga', 'covid', 'ilang', 'cocok', 'ramadan', 'makes', 'realize', 'family', 'is', 'the', 'most', 'important', 'things'];bright side from covid number situation minum ngerokok sebulan semoga buka puasa ramadhan bnykan kantor bukber tmn2 jrg banget rumah semoga covid ilang cocok ramadan makes realize family is the most important things;bright side from covid number situation minum ngerokok bulan moga buka puasa ramadhan bnykan kantor bukber tmn2 jrg banget rumah moga covid ilang cocok ramadan makes realize family is the most important things
819;Kejadian di semarang yang bikin sedih, seorang perawat yang ngurus pasien covid, meninggal. Kemudian jenazahnya ditolak 3 tempat oleh warga. Akhirnya dikembalikan ke rs. Dapet info langsung dari wali santri yang ibunya juga perawat pasien covid.;-1.0;kejadian di semarang yang bikin sedih seorang perawat yang ngurus pasien covid meninggal kemudian jenazahnya ditolak number tempat oleh warga akhirnya dikembalikan ke rs dapet info langsung dari wali santri yang ibunya juga perawat pasien covid;['kejadian', 'di', 'semarang', 'yang', 'bikin', 'sedih', 'seorang', 'perawat', 'yang', 'ngurus', 'pasien', 'covid', 'meninggal', 'kemudian', 'jenazahnya', 'ditolak', 'number', 'tempat', 'oleh', 'warga', 'akhirnya', 'dikembalikan', 'ke', 'rs', 'dapet', 'info', 'langsung', 'dari', 'wali', 'santri', 'yang', 'ibunya', 'juga', 'perawat', 'pasien', 'covid'];['kejadian', 'di', 'semarang', 'yang', 'membuat', 'sedih', 'seorang', 'perawat', 'yang', 'ngurus', 'pasien', 'covid', 'meninggal', 'kemudian', 'jenazahnya', 'ditolak', 'number', 'tempat', 'oleh', 'warga', 'akhirnya', 'dikembalikan', 'ke', 'rs', 'mendapat', 'info', 'langsung', 'dari', 'wali', 'santri', 'yang', 'ibunya', 'juga', 'perawat', 'pasien', 'covid'];['kejadian', 'semarang', 'sedih', 'perawat', 'ngurus', 'pasien', 'covid', 'meninggal', 'jenazahnya', 'ditolak', 'number', 'warga', 'dikembalikan', 'rs', 'info', 'langsung', 'wali', 'santri', 'ibunya', 'perawat', 'pasien', 'covid'];kejadian semarang sedih perawat ngurus pasien covid meninggal jenazahnya ditolak number warga dikembalikan rs info langsung wali santri ibunya perawat pasien covid;jadi semarang sedih awat ngurus pasien covid tinggal jenazah tolak number warga kembali rs info langsung wali santri ibu awat pasien covid
820;Menggunakan kajian perubatan berkaitan gunting rambut, tapi dalam masa yang sama memperlekehkan kadar infeksi/penyebaran Covid-19.;0.0;menggunakan kajian perubatan berkaitan gunting rambut tapi dalam masa yang sama memperlekehkan kadar infeksi penyebaran covid number;['menggunakan', 'kajian', 'perubatan', 'berkaitan', 'gunting', 'rambut', 'tapi', 'dalam', 'masa', 'yang', 'sama', 'memperlekehkan', 'kadar', 'infeksi', 'penyebaran', 'covid', 'number'];['menggunakan', 'kajian', 'perubatan', 'berkaitan', 'gunting', 'rambut', 'tapi', 'dalam', 'masa', 'yang', 'sama', 'memperlekehkan', 'kadar', 'infeksi', 'penyebaran', 'covid', 'number'];['kajian', 'perubatan', 'berkaitan', 'gunting', 'rambut', 'memperlekehkan', 'kadar', 'infeksi', 'penyebaran', 'covid', 'number'];kajian perubatan berkaitan gunting rambut memperlekehkan kadar infeksi penyebaran covid number;kaji ubat kait gunting rambut memperlekehkan kadar infeksi sebar covid number
821;Rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita. Kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke 10 kalo ga salah. Pemeriksaan yang akurat ya swab, tapi ya gitu;0.0;rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke number kalo ga salah pemeriksaan yang akurat ya swab tapi ya gitu;['rapid', 'yang', 'ada', 'sekarang', 'mendeteksi', 'antibodi', 'tubuh', 'kita', 'bukan', 'keberadaan', 'virus', 'dalam', 'tubuh', 'kita', 'kalo', 'gejala', 'klinis', 'dan', 'pemeriksaan', 'lab', 'dicurigai', 'covid', 'tapi', 'rapid', 'negatif', 'biasanya', 'akan', 'di', 'rapid', 'ulang', 'hari', 'ke', 'number', 'kalo', 'ga', 'salah', 'pemeriksaan', 'yang', 'akurat', 'ya', 'swab', 'tapi', 'ya', 'gitu'];['rapid', 'yang', 'ada', 'sekarang', 'mendeteksi', 'antibodi', 'tubuh', 'kita', 'bukan', 'keberadaan', 'virus', 'dalam', 'tubuh', 'kita', 'kalau', 'gejala', 'klinis', 'dan', 'pemeriksaan', 'lab', 'dicurigai', 'covid', 'tapi', 'rapid', 'negatif', 'biasanya', 'akan', 'di', 'rapid', 'ulang', 'hari', 'ke', 'number', 'kalau', 'tidak', 'salah', 'pemeriksaan', 'yang', 'akurat', 'iya', 'swab', 'tapi', 'iya', 'gitu'];['rapid', 'mendeteksi', 'antibodi', 'tubuh', 'keberadaan', 'virus', 'tubuh', 'gejala', 'klinis', 'pemeriksaan', 'lab', 'dicurigai', 'covid', 'rapid', 'negatif', 'rapid', 'ulang', 'number', 'salah', 'pemeriksaan', 'akurat', 'iya', 'swab', 'iya', 'gitu'];rapid mendeteksi antibodi tubuh keberadaan virus tubuh gejala klinis pemeriksaan lab dicurigai covid rapid negatif rapid ulang number salah pemeriksaan akurat iya swab iya gitu;rapid deteksi antibodi tubuh ada virus tubuh gejala klinis periksa lab curiga covid rapid negatif rapid ulang number salah periksa akurat iya swab iya gitu
